industry,country,referral_source,is_trial,churn_flag,plan_tier,seats,mrr_amount,arr_amount,billing_frequency,auto_renew_flag,subscription_age_days,total_upgrades,total_downgrades,total_usage,average_usage,average_usage_duration,total_errors,beta_feature_usage,unique_features_used,total_support_tickets,average_resolution_time,average_first_response_time,average_satisfaction,escalation_count,account_age_days,revenue_per_seat,customer_activity_score,ticket_resolution_efficiency,usage_per_feature,error_rate,satisfaction_index
1,6,4,1,0,1,7,0,0,0,1,630,2,0,35.0,11.666666666666666,5059.333333333333,3.0,1.0,3.0,3.0,40.333333333333336,68.33333333333333,5.0,1.0,1238,0.0,14.0,0.024193548387096774,11.666666666666666,0.08571428571428572,0.12096774193548387
0,6,4,1,0,2,30,1470,17640,0,1,632,1,2,44.0,8.8,3705.8,1.0,0.0,5.0,4.0,26.75,95.0,4.0,0.0,962,49.0,22.0,0.036036036036036036,8.8,0.022727272727272728,0.14414414414414414
2,5,0,0,0,1,32,6368,76416,0,1,612,0,1,9.0,9.0,5238.0,0.0,0.0,1.0,2.0,50.5,118.0,3.0,0.0,642,199.0,-1.0,0.019417475728155338,9.0,0.0,0.058252427184466014
3,6,4,0,0,0,28,532,6384,0,1,792,2,0,108.0,12.0,4890.777777777777,5.0,1.0,9.0,2.0,24.5,30.5,4.0,0.0,1091,19.0,88.0,0.0392156862745098,12.0,0.046296296296296294,0.1568627450980392
4,6,4,0,0,2,15,735,8820,0,1,611,0,0,40.0,8.0,2496.0,5.0,0.0,4.0,6.0,50.166666666666664,94.83333333333333,4.25,1.0,637,49.0,0.0,0.01954397394136808,10.0,0.125,0.08306188925081434
2,1,1,0,0,2,29,1421,17052,0,1,768,0,0,108.0,12.0,3425.777777777778,1.0,3.0,8.0,6.0,41.666666666666664,79.16666666666667,3.5,0.0,1107,49.0,76.0,0.0234375,13.5,0.009259259259259259,0.08203125
3,2,3,0,1,1,18,3582,42984,1,1,625,0,1,38.0,9.5,1707.75,0.0,1.0,4.0,5.0,36.0,59.0,3.6,0.0,1274,199.0,13.0,0.02702702702702703,9.5,0.0,0.0972972972972973
3,5,1,1,0,1,22,4378,52536,0,0,645,3,0,86.0,10.75,4111.75,6.0,0.0,8.0,3.0,26.0,108.66666666666667,4.0,1.0,1019,199.0,59.0,0.037037037037037035,10.75,0.06976744186046512,0.14814814814814814
3,6,0,0,0,0,9,0,0,0,1,627,3,1,51.0,10.2,4390.0,1.0,0.0,5.0,4.0,14.25,97.75,4.666666666666667,1.0,872,0.0,29.0,0.06557377049180328,10.2,0.0196078431372549,0.3060109289617487
4,6,3,0,0,0,8,152,1824,1,1,613,1,1,16.0,8.0,2720.0,1.0,0.0,2.0,9.0,31.333333333333332,81.88888888888889,4.0,1.0,767,19.0,-31.0,0.030927835051546396,8.0,0.0625,0.12371134020618559
1,6,0,0,1,1,17,3383,40596,0,1,623,2,0,66.0,13.2,5166.2,9.0,0.0,4.0,3.0,31.333333333333332,76.66666666666667,3.3333333333333335,0.0,744,199.0,33.0,0.030927835051546396,16.5,0.13636363636363635,0.10309278350515466
2,4,2,0,1,0,86,1634,19608,0,1,700,0,0,64.0,9.142857142857142,1918.7142857142858,5.0,2.0,7.0,3.0,57.666666666666664,108.33333333333333,4.0,0.0,836,19.0,39.0,0.017045454545454548,9.142857142857142,0.078125,0.06818181818181819
3,4,1,0,0,2,5,0,0,0,1,650,0,1,76.0,10.857142857142858,2784.8571428571427,9.0,1.0,7.0,4.0,36.0,88.29166666666666,4.0,0.0,699,0.0,24.0,0.02702702702702703,10.857142857142858,0.11842105263157894,0.10817776539426024
1,6,1,0,1,1,26,5174,62088,0,1,663,2,0,58.0,11.6,3454.6,4.0,1.0,4.0,5.0,34.0,59.6,4.5,0.0,1276,199.0,25.0,0.02857142857142857,14.5,0.06896551724137931,0.12857142857142856
4,0,2,1,0,2,19,931,11172,0,1,640,0,1,67.0,11.166666666666666,2942.0,4.0,0.0,6.0,2.0,33.0,120.5,4.0,0.0,1084,49.0,49.0,0.029411764705882353,11.166666666666666,0.05970149253731343,0.10817776539426024
4,4,4,0,1,1,49,9751,117012,1,1,627,3,0,38.0,12.666666666666666,2760.6666666666665,1.0,0.0,3.0,4.0,49.75,119.0,5.0,0.0,1224,199.0,16.0,0.019704433497536946,12.666666666666666,0.02631578947368421,0.09852216748768473
1,6,2,0,0,0,26,494,5928,1,1,681,0,0,46.0,9.2,3426.6,4.0,0.0,5.0,4.0,34.0,126.5,4.0,0.0,1041,19.0,18.0,0.02857142857142857,9.2,0.08695652173913043,0.11428571428571428
4,4,3,0,0,1,20,3980,47760,1,1,669,1,0,71.0,10.142857142857142,2890.8571428571427,2.0,2.0,7.0,2.0,61.5,27.0,3.5,0.0,1072,199.0,57.0,0.016,10.142857142857142,0.028169014084507043,0.056
0,1,3,0,0,2,34,1666,19992,1,0,623,2,1,73.0,9.125,3374.25,5.0,0.0,7.0,5.0,24.8,102.8,4.0,1.0,701,49.0,38.0,0.03875968992248062,10.428571428571429,0.0684931506849315,0.15503875968992248
3,6,0,0,0,1,16,3184,38208,1,1,659,2,1,62.0,12.4,3791.6,2.0,0.0,5.0,5.0,45.4,91.8,3.6666666666666665,0.0,1138,199.0,33.0,0.021551724137931036,12.4,0.03225806451612903,0.07902298850574713
2,6,1,0,1,1,14,2786,33432,1,1,611,0,0,72.0,12.0,3961.3333333333335,4.0,1.0,6.0,3.0,43.0,84.0,3.0,0.0,798,199.0,49.0,0.022727272727272728,12.0,0.05555555555555555,0.06818181818181818
0,0,4,1,0,0,15,285,3420,1,1,625,2,0,48.0,9.6,2522.0,3.0,1.0,3.0,6.0,23.666666666666668,90.16666666666667,4.0,0.0,1227,19.0,12.0,0.040540540540540536,16.0,0.0625,0.16216216216216214
3,0,2,0,0,2,37,1813,21756,1,1,822,2,0,76.0,9.5,3545.0,1.0,2.0,8.0,1.0,27.0,49.0,4.0,0.0,1282,49.0,69.0,0.03571428571428571,9.5,0.013157894736842105,0.14285714285714285
2,3,3,0,0,1,13,0,0,0,1,646,0,0,51.0,10.2,3249.4,1.0,0.0,5.0,7.0,40.857142857142854,76.14285714285714,4.6,0.0,844,0.0,14.0,0.023890784982935155,10.2,0.0196078431372549,0.1098976109215017
1,2,0,1,0,0,5,95,1140,0,1,725,0,0,26.0,8.666666666666666,2340.0,0.0,0.0,2.0,8.0,30.75,82.5,4.25,1.0,1210,19.0,-14.0,0.031496062992125984,13.0,0.0,0.13385826771653542
4,6,0,0,0,0,66,0,0,0,1,619,2,1,70.0,11.666666666666666,3652.0,8.0,0.0,6.0,4.0,64.0,110.0,4.0,0.0,801,0.0,34.0,0.015384615384615385,11.666666666666666,0.11428571428571428,0.06153846153846154
3,4,1,0,0,2,20,980,11760,0,1,611,0,0,63.0,10.5,3645.8333333333335,2.0,0.0,6.0,5.0,44.2,100.8,4.8,0.0,635,49.0,34.0,0.022123893805309734,10.5,0.031746031746031744,0.10619469026548672
0,6,3,0,0,2,41,2009,24108,1,1,612,0,1,71.0,10.142857142857142,2568.8571428571427,0.0,1.0,7.0,5.0,27.2,109.4,4.0,0.0,676,49.0,46.0,0.03546099290780142,10.142857142857142,0.0,0.14184397163120568
3,6,4,0,0,2,58,2842,34104,0,1,649,2,0,41.0,8.2,2076.2,5.0,1.0,5.0,4.0,20.0,108.5,4.0,0.0,1218,49.0,11.0,0.047619047619047616,8.2,0.12195121951219512,0.19047619047619047
4,6,0,0,0,1,2,398,4776,0,1,622,3,0,70.0,11.666666666666666,3880.8333333333335,2.0,0.0,6.0,3.0,40.333333333333336,136.33333333333334,4.333333333333333,0.0,739,199.0,51.0,0.024193548387096774,11.666666666666666,0.02857142857142857,0.10483870967741934
2,6,2,0,1,1,34,6766,81192,1,0,618,2,0,32.0,10.666666666666666,2610.3333333333335,1.0,0.0,3.0,1.0,36.0,135.0,3.0,0.0,1269,199.0,25.0,0.02702702702702703,10.666666666666666,0.03125,0.08108108108108109
4,6,1,0,0,2,35,1715,20580,1,1,622,4,0,61.0,7.625,2659.625,5.0,1.0,8.0,2.0,12.0,78.0,4.5,0.0,1269,49.0,41.0,0.07692307692307693,7.625,0.08196721311475409,0.34615384615384615
3,4,3,0,0,0,30,570,6840,1,1,640,1,0,15.0,7.5,2200.0,0.0,0.0,2.0,3.0,42.666666666666664,111.33333333333333,3.5,0.0,789,19.0,0.0,0.022900763358778626,7.5,0.0,0.08015267175572519
3,4,1,0,0,1,34,6766,81192,0,1,630,2,0,7.0,7.0,1638.0,0.0,0.0,1.0,3.0,26.333333333333332,82.0,5.0,0.0,857,199.0,-8.0,0.03658536585365854,7.0,0.0,0.1829268292682927
2,5,4,0,0,2,14,686,8232,0,1,688,2,1,37.0,9.25,2198.5,0.0,0.0,4.0,2.0,18.5,141.0,4.5,1.0,1245,49.0,27.0,0.05128205128205128,9.25,0.0,0.23076923076923075
1,0,2,0,0,0,33,627,7524,0,1,638,3,1,73.0,12.166666666666666,3013.6666666666665,3.0,0.0,6.0,5.0,22.4,67.4,4.333333333333333,0.0,921,19.0,42.0,0.042735042735042736,12.166666666666666,0.0410958904109589,0.18518518518518517
2,6,4,1,0,1,54,10746,128952,1,0,612,0,0,68.0,8.5,2430.625,5.0,1.0,7.0,4.0,42.25,83.0,3.6666666666666665,0.0,672,199.0,38.0,0.023121387283236993,9.714285714285714,0.07352941176470588,0.08477842003853564
3,6,1,1,0,1,32,6368,76416,0,1,618,2,1,68.0,11.333333333333334,3791.8333333333335,1.0,2.0,5.0,5.0,27.4,46.6,4.0,0.0,1087,199.0,41.0,0.035211267605633804,13.6,0.014705882352941176,0.14084507042253522
3,6,0,0,1,0,47,893,10716,0,1,632,1,1,75.0,9.375,3342.375,1.0,1.0,8.0,2.0,42.0,38.0,3.0,0.0,909,19.0,63.0,0.023255813953488372,9.375,0.013333333333333334,0.06976744186046512
4,6,3,0,0,1,13,2587,31044,1,1,611,2,1,75.0,9.375,3398.0,0.0,0.0,8.0,3.0,47.333333333333336,87.66666666666667,5.0,0.0,888,199.0,60.0,0.020689655172413793,9.375,0.0,0.10344827586206896
3,6,1,0,0,2,22,1078,12936,1,1,685,1,0,79.0,11.285714285714286,3279.714285714286,4.0,2.0,6.0,6.0,23.333333333333332,100.5,4.0,0.0,1246,49.0,41.0,0.04109589041095891,13.166666666666666,0.05063291139240506,0.16438356164383564
1,2,0,0,0,0,26,494,5928,1,0,711,1,2,80.0,10.0,4598.375,9.0,0.0,8.0,3.0,50.333333333333336,93.66666666666667,4.0,0.0,1123,19.0,47.0,0.01948051948051948,10.0,0.1125,0.07792207792207792
1,6,1,0,1,0,42,798,9576,0,1,716,1,0,30.0,10.0,2351.6666666666665,3.0,0.0,3.0,2.0,34.5,61.5,3.5,0.0,1339,19.0,14.0,0.028169014084507043,10.0,0.1,0.09859154929577466
4,5,1,0,1,2,36,1764,21168,0,1,615,2,0,70.0,11.666666666666666,3380.1666666666665,0.0,1.0,5.0,3.0,48.333333333333336,43.0,3.5,0.0,908,49.0,55.0,0.020270270270270268,14.0,0.0,0.07094594594594594
0,6,2,0,0,0,2,0,0,0,0,615,1,0,21.0,10.5,3577.0,0.0,0.0,2.0,3.0,42.666666666666664,75.33333333333333,4.0,0.0,1147,0.0,6.0,0.022900763358778626,10.5,0.0,0.10817776539426024
2,4,2,0,0,0,41,779,9348,0,0,611,2,1,50.0,12.5,1627.5,7.0,2.0,4.0,4.0,35.25,37.25,4.333333333333333,0.0,786,19.0,16.0,0.027586206896551724,12.5,0.14,0.11954022988505746
1,6,3,0,0,0,20,380,4560,1,0,625,3,1,55.0,11.0,2772.2,2.0,1.0,5.0,2.0,15.0,98.5,4.0,0.0,743,19.0,41.0,0.0625,11.0,0.03636363636363636,0.25
4,6,0,0,1,0,9,171,2052,0,1,777,3,1,24.0,8.0,2455.3333333333335,2.0,1.0,3.0,3.0,37.0,69.66666666666667,4.0,0.0,1283,19.0,5.0,0.02631578947368421,8.0,0.08333333333333333,0.10526315789473684
2,5,0,1,0,2,16,784,9408,0,1,637,1,1,70.0,10.0,3727.5714285714284,1.0,1.0,7.0,6.0,28.5,78.83333333333333,4.5,0.0,732,49.0,38.0,0.03389830508474576,10.0,0.014285714285714285,0.15254237288135594
4,6,3,0,0,0,41,779,9348,1,1,675,1,0,27.0,9.0,4036.0,1.0,0.0,3.0,6.0,26.833333333333332,80.5,3.5,0.0,1219,19.0,-5.0,0.03592814371257485,9.0,0.037037037037037035,0.12574850299401197
2,6,3,0,0,0,33,627,7524,0,1,616,0,0,66.0,11.0,3634.0,2.0,0.0,6.0,4.0,17.0,65.25,3.75,0.0,707,19.0,42.0,0.05555555555555555,11.0,0.030303030303030304,0.20833333333333331
0,2,0,1,0,1,59,11741,140892,1,1,621,0,0,59.0,11.8,3404.4,3.0,0.0,5.0,5.0,30.2,102.6,5.0,0.0,806,199.0,28.0,0.032051282051282055,11.8,0.05084745762711865,0.16025641025641027
3,6,0,0,0,1,70,13930,167160,0,1,612,1,0,87.0,9.666666666666666,4024.777777777778,3.0,0.0,8.0,5.0,39.4,62.6,4.0,0.0,1020,199.0,56.0,0.024752475247524754,10.875,0.034482758620689655,0.09900990099009901
0,6,2,0,0,1,29,5771,69252,1,1,612,3,4,46.0,9.2,2305.4,6.0,0.0,5.0,5.0,24.2,56.8,4.333333333333333,0.0,681,199.0,9.0,0.03968253968253968,9.2,0.13043478260869565,0.17195767195767195
4,3,2,0,0,1,43,8557,102684,0,0,664,2,0,44.0,11.0,3659.0,1.0,1.0,4.0,5.0,51.4,134.6,3.5,1.0,872,199.0,17.0,0.019083969465648856,11.0,0.022727272727272728,0.06679389312977099
3,6,0,0,0,0,19,361,4332,0,0,627,1,1,27.0,9.0,1766.0,0.0,0.0,3.0,2.0,45.0,82.0,4.0,0.0,791,19.0,17.0,0.021739130434782608,9.0,0.0,0.08695652173913043
3,6,0,1,1,1,36,7164,85968,1,1,654,0,0,52.0,10.4,1779.6,4.0,1.0,4.0,4.0,29.5,135.5,4.0,0.0,1271,199.0,24.0,0.03278688524590164,13.0,0.07692307692307693,0.13114754098360656
0,5,3,1,1,2,30,1470,17640,0,1,626,1,0,58.0,11.6,2678.8,2.0,0.0,5.0,5.0,35.4,63.0,4.75,0.0,785,49.0,29.0,0.027472527472527472,11.6,0.034482758620689655,0.1304945054945055
4,6,2,0,0,2,20,980,11760,0,0,617,1,0,65.0,10.833333333333334,4075.5,2.0,0.0,6.0,2.0,15.5,103.0,4.0,0.0,658,49.0,51.0,0.06060606060606061,10.833333333333334,0.03076923076923077,0.24242424242424243
2,0,3,0,0,1,50,9950,119400,1,1,644,0,1,39.0,9.75,3167.0,5.0,0.0,4.0,4.0,33.5,156.5,4.0,0.0,1071,199.0,9.0,0.028985507246376812,9.75,0.1282051282051282,0.11594202898550725
0,5,4,0,0,2,7,343,4116,0,1,686,1,0,48.0,12.0,3868.0,10.0,1.0,4.0,1.0,72.0,105.0,4.0,0.0,1063,49.0,23.0,0.0136986301369863,12.0,0.20833333333333334,0.0547945205479452
0,6,4,0,0,1,37,7363,88356,0,1,614,2,0,122.0,11.090909090909092,3389.090909090909,10.0,0.0,10.0,2.0,39.0,167.0,5.0,0.0,638,199.0,92.0,0.025,12.2,0.08196721311475409,0.125
1,1,2,0,0,2,15,0,0,0,1,699,0,0,20.0,10.0,4772.0,0.0,0.0,2.0,3.0,17.666666666666668,120.66666666666667,4.0,0.0,1247,0.0,5.0,0.05357142857142857,10.0,0.0,0.21428571428571427
3,5,4,0,0,1,26,5174,62088,0,1,630,0,0,21.0,10.5,3801.0,1.0,1.0,2.0,3.0,36.666666666666664,51.666666666666664,3.0,0.0,1000,199.0,4.0,0.026548672566371685,10.5,0.047619047619047616,0.07964601769911506
4,4,3,0,0,2,44,2156,25872,0,1,613,0,0,47.0,11.75,4733.0,0.0,0.0,3.0,3.0,17.333333333333332,84.66666666666667,4.5,1.0,889,49.0,32.0,0.05454545454545455,15.666666666666666,0.0,0.24545454545454548
2,2,0,0,0,0,30,570,6840,1,1,620,1,1,34.0,11.333333333333334,1715.3333333333333,4.0,0.0,3.0,4.0,33.75,98.25,3.0,0.0,1227,19.0,6.0,0.02877697841726619,11.333333333333334,0.11764705882352941,0.08633093525179857
0,6,0,0,0,2,31,1519,18228,0,1,643,1,0,35.0,11.666666666666666,2619.0,3.0,1.0,3.0,1.0,51.0,128.0,4.0,0.0,1305,49.0,24.0,0.019230769230769232,11.666666666666666,0.08571428571428572,0.10817776539426024
2,6,2,0,1,0,17,0,0,0,1,755,1,0,25.0,8.333333333333334,2178.0,3.0,0.0,3.0,8.0,41.25,59.75,3.3333333333333335,1.0,1211,0.0,-21.0,0.023668639053254437,8.333333333333334,0.12,0.07889546351084813
3,5,4,0,0,2,56,2744,32928,0,1,676,2,1,43.0,10.75,1574.75,2.0,0.0,4.0,3.0,37.333333333333336,74.0,4.5,0.0,1126,49.0,24.0,0.02608695652173913,10.75,0.046511627906976744,0.11739130434782608
4,4,0,1,0,1,9,1791,21492,0,1,616,2,0,9.0,9.0,4455.0,0.0,0.0,1.0,4.0,28.5,61.0,5.0,0.0,925,199.0,-11.0,0.03389830508474576,9.0,0.0,0.1694915254237288
1,6,4,0,0,1,38,7562,90744,1,0,626,2,0,52.0,8.666666666666666,3803.0,0.0,1.0,6.0,3.0,35.666666666666664,128.33333333333334,4.0,0.0,1160,199.0,37.0,0.027272727272727275,8.666666666666666,0.0,0.1090909090909091
3,6,2,0,0,0,38,722,8664,1,1,620,2,1,26.0,8.666666666666666,3884.6666666666665,2.0,0.0,3.0,3.0,26.666666666666668,107.33333333333333,4.0,0.0,656,19.0,7.0,0.03614457831325301,8.666666666666666,0.07692307692307693,0.14457831325301204
1,6,1,0,1,1,46,9154,109848,1,1,650,0,0,69.0,9.857142857142858,3157.0,3.0,0.0,7.0,1.0,36.0,79.0,4.0,0.0,1302,199.0,58.0,0.02702702702702703,9.857142857142858,0.043478260869565216,0.10817776539426024
3,6,0,0,0,0,38,722,8664,0,1,624,2,1,18.0,9.0,2794.5,1.0,0.0,2.0,3.0,42.333333333333336,118.0,3.0,1.0,1029,19.0,1.0,0.023076923076923075,9.0,0.05555555555555555,0.06923076923076922
0,0,4,1,0,1,16,3184,38208,1,1,628,1,0,46.0,11.5,2711.5,4.0,0.0,4.0,7.0,30.571428571428573,94.71428571428571,3.6666666666666665,0.0,1005,199.0,3.0,0.03167420814479638,11.5,0.08695652173913043,0.11613876319758672
4,6,3,1,0,1,92,0,0,0,1,612,0,0,54.0,10.8,2883.6,0.0,2.0,5.0,6.0,39.833333333333336,82.5,3.5,0.0,685,0.0,24.0,0.024489795918367346,10.8,0.0,0.08571428571428572
2,0,4,0,0,1,41,8159,97908,1,1,663,2,0,25.0,12.5,2410.5,1.0,0.0,2.0,4.0,36.0,88.29166666666666,4.0,0.0,1313,199.0,24.0,0.02702702702702703,12.5,0.04,0.10817776539426024
0,6,3,0,0,0,34,646,7752,1,1,622,0,0,31.0,10.333333333333334,4659.333333333333,2.0,0.0,3.0,5.0,33.2,50.4,3.75,1.0,747,19.0,2.0,0.029239766081871343,10.333333333333334,0.06451612903225806,0.10964912280701754
0,6,3,0,0,0,33,0,0,1,1,639,0,0,21.0,10.5,3150.0,0.0,0.0,2.0,3.0,35.333333333333336,65.33333333333333,4.333333333333333,0.0,988,0.0,6.0,0.027522935779816512,10.5,0.0,0.11926605504587154
4,6,2,0,0,2,48,2352,28224,1,1,617,3,0,42.0,8.4,3351.6,2.0,0.0,5.0,4.0,52.25,115.5,4.666666666666667,1.0,947,49.0,18.0,0.018779342723004695,8.4,0.047619047619047616,0.08763693270735524
2,6,3,0,0,0,57,1083,12996,0,1,616,0,1,27.0,9.0,3336.3333333333335,1.0,0.0,2.0,6.0,42.666666666666664,116.0,4.666666666666667,0.0,895,19.0,-5.0,0.022900763358778626,13.5,0.037037037037037035,0.1068702290076336
3,6,2,0,0,2,31,1519,18228,0,1,614,1,2,35.0,11.666666666666666,2752.0,2.0,0.0,3.0,3.0,56.333333333333336,104.33333333333333,3.5,0.0,655,49.0,16.0,0.01744186046511628,11.666666666666666,0.05714285714285714,0.061046511627906974
4,6,2,1,0,1,22,0,0,0,1,617,1,1,14.0,7.0,2018.0,0.0,0.0,2.0,4.0,44.75,53.5,4.5,0.0,1003,0.0,-6.0,0.02185792349726776,7.0,0.0,0.09836065573770492
4,6,1,0,0,2,35,1715,20580,0,1,618,2,0,69.0,9.857142857142858,3796.714285714286,4.0,3.0,5.0,8.0,45.125,91.125,4.0,0.0,1034,49.0,21.0,0.02168021680216802,13.8,0.057971014492753624,0.08672086720867209
0,6,0,0,1,1,13,2587,31044,1,1,627,1,2,12.0,12.0,3108.0,0.0,0.0,1.0,2.0,35.5,50.5,4.0,0.0,929,199.0,2.0,0.0273972602739726,12.0,0.0,0.1095890410958904
1,5,0,0,0,1,1,0,0,1,0,616,2,0,53.0,10.6,3976.0,1.0,0.0,5.0,3.0,40.666666666666664,38.333333333333336,4.0,0.0,661,0.0,36.0,0.024,10.6,0.018867924528301886,0.096
0,6,2,0,0,1,5,995,11940,1,1,621,0,0,27.0,9.0,3460.3333333333335,4.0,1.0,3.0,3.0,47.333333333333336,65.0,3.5,0.0,759,199.0,4.0,0.020689655172413793,9.0,0.14814814814814814,0.07241379310344828
3,6,3,0,1,1,56,11144,133728,0,0,623,0,1,9.0,9.0,4653.0,0.0,0.0,1.0,9.0,36.55555555555556,81.77777777777777,4.0,0.0,1048,199.0,-36.0,0.02662721893491124,9.0,0.0,0.10650887573964496
0,6,1,0,0,0,29,551,6612,1,1,616,2,0,63.0,10.5,4075.3333333333335,4.0,2.0,6.0,8.0,48.75,98.125,4.166666666666667,1.0,671,19.0,15.0,0.020100502512562814,10.5,0.06349206349206349,0.08375209380234507
4,6,0,0,0,0,20,380,4560,1,0,625,1,1,83.0,10.375,4306.625,2.0,1.0,6.0,7.0,38.285714285714285,110.42857142857143,3.5,0.0,1123,19.0,44.0,0.025454545454545455,13.833333333333334,0.024096385542168676,0.0890909090909091
0,6,3,0,0,2,17,833,9996,1,1,623,1,0,21.0,7.0,2529.6666666666665,8.0,0.0,3.0,5.0,43.0,104.0,4.0,1.0,1255,49.0,-20.0,0.022727272727272728,7.0,0.38095238095238093,0.09090909090909091
3,5,0,0,1,2,13,0,0,1,1,893,0,0,95.0,10.555555555555555,2902.0,8.0,0.0,8.0,4.0,43.0,116.75,3.6666666666666665,0.0,1246,0.0,59.0,0.022727272727272728,11.875,0.08421052631578947,0.08333333333333333
2,6,1,0,0,2,25,1225,14700,0,0,625,2,0,30.0,10.0,3493.6666666666665,2.0,0.0,3.0,6.0,37.5,70.0,4.333333333333333,0.0,1191,49.0,-4.0,0.025974025974025976,10.0,0.06666666666666667,0.11255411255411256
1,6,3,0,1,0,35,665,7980,0,0,622,2,0,50.0,10.0,4247.2,2.0,0.0,4.0,3.0,6.333333333333333,103.33333333333333,4.0,0.0,1267,19.0,31.0,0.13636363636363638,12.5,0.04,0.5454545454545455
1,6,0,0,0,0,11,209,2508,0,1,612,1,1,81.0,10.125,3162.375,3.0,2.0,6.0,5.0,44.8,71.6,5.0,0.0,628,19.0,50.0,0.02183406113537118,13.5,0.037037037037037035,0.1091703056768559
2,0,2,0,0,1,25,4975,59700,0,1,623,3,2,75.0,10.714285714285714,3836.714285714286,2.0,0.0,7.0,4.0,36.0,88.29166666666666,4.0,0.0,670,199.0,24.0,0.02702702702702703,10.714285714285714,0.02666666666666667,0.10817776539426024
3,1,3,0,0,0,61,1159,13908,1,1,638,0,0,29.0,7.25,2069.25,0.0,0.0,4.0,5.0,31.4,107.0,3.5,0.0,1117,19.0,4.0,0.0308641975308642,7.25,0.0,0.1080246913580247
4,6,2,0,0,1,18,3582,42984,1,1,659,3,0,35.0,8.75,3484.75,3.0,2.0,4.0,5.0,33.2,139.6,4.5,0.0,1290,199.0,4.0,0.029239766081871343,8.75,0.08571428571428572,0.13157894736842105
1,5,3,0,1,1,9,1791,21492,0,1,751,1,0,24.0,8.0,2400.0,6.0,0.0,3.0,5.0,48.2,119.2,3.3333333333333335,1.0,1205,199.0,-13.0,0.02032520325203252,8.0,0.25,0.06775067750677508
1,5,3,1,1,0,54,1026,12312,0,0,636,2,0,41.0,8.2,1986.0,2.0,0.0,5.0,4.0,31.0,72.5,3.0,0.0,1017,19.0,17.0,0.03125,8.2,0.04878048780487805,0.09375
