account_id,account_name,industry,country,signup_date,referral_source,plan_tier_x,seats_x,is_trial,churn_flag,subscription_id,plan_tier_y,seats_y,mrr_amount,arr_amount,billing_frequency,auto_renew_flag,subscription_age_days,total_upgrades,total_downgrades,total_usage,average_usage,average_usage_duration,total_errors,beta_feature_usage,unique_features_used,total_support_tickets,average_resolution_time,average_first_response_time,average_satisfaction,escalation_count,account_age_days,revenue_per_seat,customer_activity_score,ticket_resolution_efficiency,usage_per_feature,error_rate,satisfaction_index
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,S-0c63de,Pro,18,882,10584,annual,False,611,1,1,50.0,10.0,3648.4,4.0,1.0,5.0,3.0,32.666666666666664,80.66666666666667,5.0,0.0,708,49.0,27.0,0.029702970297029705,10.0,0.08,0.14851485148514854
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,S-7cd9fa,Basic,59,1121,13452,monthly,True,613,1,0,35.0,11.666666666666666,2081.6666666666665,0.0,1.0,3.0,2.0,20.5,125.5,5.0,0.0,664,19.0,25.0,0.046511627906976744,11.666666666666666,0.0,0.23255813953488372
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,7,True,False,S-4fc62f,Enterprise,7,0,0,annual,True,630,2,0,35.0,11.666666666666666,5059.333333333333,3.0,1.0,3.0,3.0,40.333333333333336,68.33333333333333,5.0,1.0,1238,0.0,14.0,0.024193548387096774,11.666666666666666,0.08571428571428572,0.12096774193548387
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Enterprise,11,True,False,S-82c91a,Pro,30,1470,17640,annual,True,632,1,2,44.0,8.8,3705.8,1.0,0.0,5.0,4.0,26.75,95.0,4.0,0.0,962,49.0,22.0,0.036036036036036036,8.8,0.022727272727272728,0.14414414414414414
A-956988,Company_14,EdTech,UK,2024-11-30,ads,Enterprise,1,False,False,S-f2ccdd,Enterprise,32,6368,76416,annual,True,612,0,1,9.0,9.0,5238.0,0.0,0.0,1.0,2.0,50.5,118.0,3.0,0.0,642,199.0,-1.0,0.019417475728155338,9.0,0.0,0.058252427184466014
A-ac14bb,Company_15,FinTech,US,2023-09-08,partner,Enterprise,21,False,False,S-049667,Basic,28,532,6384,annual,True,792,2,0,108.0,12.0,4890.777777777777,5.0,1.0,9.0,2.0,24.5,30.5,4.0,0.0,1091,19.0,88.0,0.0392156862745098,12.0,0.046296296296296294,0.1568627450980392
A-463db0,Company_16,HealthTech,US,2024-12-05,partner,Basic,15,False,False,S-3eb56d,Pro,15,735,8820,annual,True,611,0,0,40.0,8.0,2496.0,5.0,0.0,4.0,6.0,50.166666666666664,94.83333333333333,4.25,1.0,637,49.0,0.0,0.01954397394136808,10.0,0.125,0.08306188925081434
A-ce66f8,Company_17,EdTech,CA,2023-08-23,event,Pro,29,False,False,S-2f138c,Pro,29,1421,17052,annual,True,768,0,0,108.0,12.0,3425.777777777778,1.0,3.0,8.0,6.0,41.666666666666664,79.16666666666667,3.5,0.0,1107,49.0,76.0,0.0234375,13.5,0.009259259259259259,0.08203125
A-c4ea60,Company_18,FinTech,DE,2023-03-09,other,Enterprise,18,False,True,S-a3791c,Enterprise,18,3582,42984,monthly,True,625,0,1,38.0,9.5,1707.75,0.0,1.0,4.0,5.0,36.0,59.0,3.6,0.0,1274,199.0,13.0,0.02702702702702703,9.5,0.0,0.0972972972972973
A-832ec2,Company_19,FinTech,UK,2023-11-19,event,Enterprise,4,True,False,S-460deb,Enterprise,22,4378,52536,annual,False,645,3,0,86.0,10.75,4111.75,6.0,0.0,8.0,3.0,26.0,108.66666666666667,4.0,1.0,1019,199.0,59.0,0.037037037037037035,10.75,0.06976744186046512,0.14814814814814814
A-684255,Company_20,FinTech,US,2024-04-14,ads,Enterprise,9,False,False,S-65731a,Basic,9,0,0,annual,True,627,3,1,51.0,10.2,4390.0,1.0,0.0,5.0,4.0,14.25,97.75,4.666666666666667,1.0,872,0.0,29.0,0.06557377049180328,10.2,0.0196078431372549,0.3060109289617487
A-c42f1f,Company_21,HealthTech,US,2024-07-28,other,Pro,8,False,False,S-62b4fc,Basic,8,152,1824,monthly,True,613,1,1,16.0,8.0,2720.0,1.0,0.0,2.0,9.0,31.333333333333332,81.88888888888889,4.0,1.0,767,19.0,-31.0,0.030927835051546396,8.0,0.0625,0.12371134020618559
A-4e44e8,Company_22,DevTools,US,2024-08-20,ads,Enterprise,3,False,True,S-99efdc,Enterprise,17,3383,40596,annual,True,623,2,0,66.0,13.2,5166.2,9.0,0.0,4.0,3.0,31.333333333333332,76.66666666666667,3.3333333333333335,0.0,744,199.0,33.0,0.030927835051546396,16.5,0.13636363636363635,0.10309278350515466
A-30b4ca,Company_23,EdTech,IN,2024-05-20,organic,Basic,86,False,True,S-f9ec8f,Basic,86,1634,19608,annual,True,700,0,0,64.0,9.142857142857142,1918.7142857142858,5.0,2.0,7.0,3.0,57.666666666666664,108.33333333333333,4.0,0.0,836,19.0,39.0,0.017045454545454548,9.142857142857142,0.078125,0.06818181818181819
A-9f2731,Company_24,FinTech,IN,2024-10-04,event,Enterprise,1,False,False,S-c5f3d4,Pro,5,0,0,annual,True,650,0,1,76.0,10.857142857142858,2784.8571428571427,9.0,1.0,7.0,,,,,,699,0.0,,,10.857142857142858,0.11842105263157894,
A-32fb14,Company_25,DevTools,US,2023-03-07,event,Enterprise,26,False,True,S-33598f,Enterprise,26,5174,62088,annual,True,663,2,0,58.0,11.6,3454.6,4.0,1.0,4.0,5.0,34.0,59.6,4.5,0.0,1276,199.0,25.0,0.02857142857142857,14.5,0.06896551724137931,0.12857142857142856
A-00cac8,Company_26,HealthTech,AU,2023-09-15,organic,Enterprise,8,True,False,S-c0ca82,Pro,19,931,11172,annual,True,640,0,1,67.0,11.166666666666666,2942.0,4.0,0.0,6.0,2.0,33.0,120.5,,0.0,1084,49.0,49.0,0.029411764705882353,11.166666666666666,0.05970149253731343,
A-35083d,Company_27,HealthTech,IN,2023-04-28,partner,Basic,19,False,True,S-22be2c,Enterprise,49,9751,117012,monthly,True,627,3,0,38.0,12.666666666666666,2760.6666666666665,1.0,0.0,3.0,4.0,49.75,119.0,5.0,0.0,1224,199.0,16.0,0.019704433497536946,12.666666666666666,0.02631578947368421,0.09852216748768473
A-eb7fac,Company_28,DevTools,US,2023-10-28,organic,Enterprise,7,False,False,S-9464f8,Basic,26,494,5928,monthly,True,681,0,0,46.0,9.2,3426.6,4.0,0.0,5.0,4.0,34.0,126.5,4.0,0.0,1041,19.0,18.0,0.02857142857142857,9.2,0.08695652173913043,0.11428571428571428
A-b20d99,Company_29,HealthTech,IN,2023-09-27,other,Basic,20,False,False,S-d6f31b,Enterprise,20,3980,47760,monthly,True,669,1,0,71.0,10.142857142857142,2890.8571428571427,2.0,2.0,7.0,2.0,61.5,27.0,3.5,0.0,1072,199.0,57.0,0.016,10.142857142857142,0.028169014084507043,0.056
A-396e5f,Company_30,Cybersecurity,CA,2024-10-02,other,Enterprise,2,False,False,S-467918,Pro,34,1666,19992,monthly,False,623,2,1,73.0,9.125,3374.25,5.0,0.0,7.0,5.0,24.8,102.8,4.0,1.0,701,49.0,38.0,0.03875968992248062,10.428571428571429,0.0684931506849315,0.15503875968992248
A-45ce7a,Company_31,FinTech,US,2023-07-23,ads,Enterprise,16,False,False,S-41128b,Enterprise,16,3184,38208,monthly,True,659,2,1,62.0,12.4,3791.6,2.0,0.0,5.0,5.0,45.4,91.8,3.6666666666666665,0.0,1138,199.0,33.0,0.021551724137931036,12.4,0.03225806451612903,0.07902298850574713
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-6b534f,Enterprise,14,2786,33432,monthly,True,611,0,0,72.0,12.0,3961.3333333333335,4.0,1.0,6.0,3.0,43.0,84.0,3.0,0.0,798,199.0,49.0,0.022727272727272728,12.0,0.05555555555555555,0.06818181818181818
A-8145a0,Company_33,Cybersecurity,AU,2023-04-25,partner,Basic,2,True,False,S-d7c21d,Basic,15,285,3420,monthly,True,625,2,0,48.0,9.6,2522.0,3.0,1.0,3.0,6.0,23.666666666666668,90.16666666666667,4.0,0.0,1227,19.0,12.0,0.040540540540540536,16.0,0.0625,0.16216216216216214
A-bad8c1,Company_34,FinTech,AU,2023-03-01,organic,Basic,7,False,False,S-6bdda7,Pro,37,1813,21756,monthly,True,822,2,0,76.0,9.5,3545.0,1.0,2.0,8.0,1.0,27.0,49.0,4.0,0.0,1282,49.0,69.0,0.03571428571428571,9.5,0.013157894736842105,0.14285714285714285
A-44dc83,Company_35,EdTech,FR,2024-05-12,other,Basic,5,False,False,S-df3e3d,Enterprise,13,0,0,annual,True,646,0,0,51.0,10.2,3249.4,1.0,0.0,5.0,7.0,40.857142857142854,76.14285714285714,4.6,0.0,844,0.0,14.0,0.023890784982935155,10.2,0.0196078431372549,0.1098976109215017
A-f446b6,Company_36,DevTools,DE,2023-05-12,ads,Pro,5,True,False,S-57800a,Basic,5,95,1140,annual,True,725,0,0,26.0,8.666666666666666,2340.0,0.0,0.0,2.0,8.0,30.75,82.5,4.25,1.0,1210,19.0,-14.0,0.031496062992125984,13.0,0.0,0.13385826771653542
A-a45270,Company_37,HealthTech,US,2024-06-24,ads,Enterprise,3,False,False,S-a50803,Basic,66,0,0,annual,True,619,2,1,70.0,11.666666666666666,3652.0,8.0,0.0,6.0,4.0,64.0,110.0,4.0,0.0,801,0.0,34.0,0.015384615384615385,11.666666666666666,0.11428571428571428,0.06153846153846154
A-854864,Company_38,FinTech,IN,2024-12-07,event,Enterprise,20,False,False,S-676254,Pro,20,980,11760,annual,True,611,0,0,63.0,10.5,3645.8333333333335,2.0,0.0,6.0,5.0,44.2,100.8,4.8,0.0,635,49.0,34.0,0.022123893805309734,10.5,0.031746031746031744,0.10619469026548672
A-1b7577,Company_39,Cybersecurity,US,2024-10-27,other,Pro,4,False,False,S-94fa70,Pro,41,2009,24108,monthly,True,612,0,1,71.0,10.142857142857142,2568.8571428571427,0.0,1.0,7.0,5.0,27.2,109.4,4.0,0.0,676,49.0,46.0,0.03546099290780142,10.142857142857142,0.0,0.14184397163120568
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,S-e5bed6,Pro,58,2842,34104,annual,True,649,2,0,41.0,8.2,2076.2,5.0,1.0,5.0,4.0,20.0,108.5,4.0,0.0,1218,49.0,11.0,0.047619047619047616,8.2,0.12195121951219512,0.19047619047619047
A-9077b0,Company_41,HealthTech,US,2024-08-25,ads,Basic,2,False,False,S-2cb298,Enterprise,2,398,4776,annual,True,622,3,0,70.0,11.666666666666666,3880.8333333333335,2.0,0.0,6.0,3.0,40.333333333333336,136.33333333333334,4.333333333333333,0.0,739,199.0,51.0,0.024193548387096774,11.666666666666666,0.02857142857142857,0.10483870967741934
A-7f8241,Company_42,EdTech,US,2023-03-14,organic,Pro,34,False,True,S-b2cfac,Enterprise,34,6766,81192,monthly,False,618,2,0,32.0,10.666666666666666,2610.3333333333335,1.0,0.0,3.0,1.0,36.0,135.0,3.0,0.0,1269,199.0,25.0,0.02702702702702703,10.666666666666666,0.03125,0.08108108108108109
A-2bc93d,Company_43,HealthTech,US,2023-03-14,event,Basic,14,False,False,S-104053,Pro,35,1715,20580,monthly,True,622,4,0,61.0,7.625,2659.625,5.0,1.0,8.0,2.0,12.0,78.0,4.5,0.0,1269,49.0,41.0,0.07692307692307693,7.625,0.08196721311475409,0.34615384615384615
A-f3ff05,Company_44,FinTech,IN,2024-07-06,other,Enterprise,2,False,False,S-180b6c,Basic,30,570,6840,monthly,True,640,1,0,15.0,7.5,2200.0,0.0,0.0,2.0,3.0,42.666666666666664,111.33333333333333,3.5,0.0,789,19.0,0.0,0.022900763358778626,7.5,0.0,0.08015267175572519
A-2d4502,Company_45,FinTech,IN,2024-04-29,event,Basic,7,False,False,S-71cb15,Enterprise,34,6766,81192,annual,True,630,2,0,7.0,7.0,1638.0,0.0,0.0,1.0,3.0,26.333333333333332,82.0,5.0,0.0,857,199.0,-8.0,0.03658536585365854,7.0,0.0,0.1829268292682927
A-6a4e2d,Company_46,EdTech,UK,2023-04-07,partner,Pro,9,False,False,S-63e282,Pro,14,686,8232,annual,True,688,2,1,37.0,9.25,2198.5,0.0,0.0,4.0,2.0,18.5,141.0,4.5,1.0,1245,49.0,27.0,0.05128205128205128,9.25,0.0,0.23076923076923075
A-eb7c38,Company_47,DevTools,AU,2024-02-25,organic,Enterprise,5,False,False,S-a76521,Basic,33,627,7524,annual,True,638,3,1,73.0,12.166666666666666,3013.6666666666665,3.0,0.0,6.0,5.0,22.4,67.4,4.333333333333333,0.0,921,19.0,42.0,0.042735042735042736,12.166666666666666,0.0410958904109589,0.18518518518518517
A-c37601,Company_48,EdTech,US,2024-10-31,partner,Basic,6,True,False,S-eae806,Enterprise,54,10746,128952,monthly,False,612,0,0,68.0,8.5,2430.625,5.0,1.0,7.0,4.0,42.25,83.0,3.6666666666666665,0.0,672,199.0,38.0,0.023121387283236993,9.714285714285714,0.07352941176470588,0.08477842003853564
A-3b5cd1,Company_49,FinTech,US,2023-09-12,event,Basic,13,True,False,S-fc3dcb,Enterprise,32,6368,76416,annual,True,618,2,1,68.0,11.333333333333334,3791.8333333333335,1.0,2.0,5.0,5.0,27.4,46.6,4.0,0.0,1087,199.0,41.0,0.035211267605633804,13.6,0.014705882352941176,0.14084507042253522
A-b2225d,Company_50,FinTech,US,2024-03-08,ads,Basic,47,False,True,S-380617,Basic,47,893,10716,annual,True,632,1,1,75.0,9.375,3342.375,1.0,1.0,8.0,2.0,42.0,38.0,3.0,0.0,909,19.0,63.0,0.023255813953488372,9.375,0.013333333333333334,0.06976744186046512
A-94f8c9,Company_51,HealthTech,US,2024-03-29,other,Basic,13,False,False,S-1eb467,Enterprise,13,2587,31044,monthly,True,611,2,1,75.0,9.375,3398.0,0.0,0.0,8.0,3.0,47.333333333333336,87.66666666666667,5.0,0.0,888,199.0,60.0,0.020689655172413793,9.375,0.0,0.10344827586206896
A-02fac6,Company_52,FinTech,US,2023-04-06,event,Pro,22,False,False,S-a408fe,Pro,22,1078,12936,monthly,True,685,1,0,79.0,11.285714285714286,3279.714285714286,4.0,2.0,6.0,6.0,23.333333333333332,100.5,4.0,0.0,1246,49.0,41.0,0.04109589041095891,13.166666666666666,0.05063291139240506,0.16438356164383564
A-c1dfe1,Company_53,DevTools,DE,2023-08-07,ads,Pro,26,False,False,S-154918,Basic,26,494,5928,monthly,False,711,1,2,80.0,10.0,4598.375,9.0,0.0,8.0,3.0,50.333333333333336,93.66666666666667,4.0,0.0,1123,19.0,47.0,0.01948051948051948,10.0,0.1125,0.07792207792207792
A-32728c,Company_54,DevTools,US,2023-01-03,event,Pro,20,False,True,S-4757c8,Basic,42,798,9576,annual,True,716,1,0,30.0,10.0,2351.6666666666665,3.0,0.0,3.0,2.0,34.5,61.5,3.5,0.0,1339,19.0,14.0,0.028169014084507043,10.0,0.1,0.09859154929577466
A-4c38bc,Company_55,HealthTech,UK,2024-03-09,event,Basic,36,False,True,S-9a7851,Pro,36,1764,21168,annual,True,615,2,0,70.0,11.666666666666666,3380.1666666666665,0.0,1.0,5.0,3.0,48.333333333333336,43.0,3.5,0.0,908,49.0,55.0,0.020270270270270268,14.0,0.0,0.07094594594594594
A-1b707d,Company_56,Cybersecurity,US,2023-07-14,organic,Enterprise,1,False,False,S-47985c,Basic,2,0,0,annual,False,615,1,0,21.0,10.5,3577.0,0.0,0.0,2.0,3.0,42.666666666666664,75.33333333333333,,0.0,1147,0.0,6.0,0.022900763358778626,10.5,0.0,
A-6f8ad2,Company_57,EdTech,IN,2024-07-09,organic,Basic,1,False,False,S-aa5012,Basic,41,779,9348,annual,False,611,2,1,50.0,12.5,1627.5,7.0,2.0,4.0,4.0,35.25,37.25,4.333333333333333,0.0,786,19.0,16.0,0.027586206896551724,12.5,0.14,0.11954022988505746
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Basic,20,False,False,S-8dd1cf,Basic,20,380,4560,monthly,False,625,3,1,55.0,11.0,2772.2,2.0,1.0,5.0,2.0,15.0,98.5,4.0,0.0,743,19.0,41.0,0.0625,11.0,0.03636363636363636,0.25
A-9ee962,Company_59,HealthTech,US,2023-02-28,ads,Basic,9,False,True,S-0ce88b,Basic,9,171,2052,annual,True,777,3,1,24.0,8.0,2455.3333333333335,2.0,1.0,3.0,3.0,37.0,69.66666666666667,4.0,0.0,1283,19.0,5.0,0.02631578947368421,8.0,0.08333333333333333,0.10526315789473684
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Pro,8,True,False,S-4b9d7c,Pro,16,784,9408,annual,True,637,1,1,70.0,10.0,3727.5714285714284,1.0,1.0,7.0,6.0,28.5,78.83333333333333,4.5,0.0,732,49.0,38.0,0.03389830508474576,10.0,0.014285714285714285,0.15254237288135594
A-94d3da,Company_61,HealthTech,US,2023-05-03,other,Basic,41,False,False,S-244df8,Basic,41,779,9348,monthly,True,675,1,0,27.0,9.0,4036.0,1.0,0.0,3.0,6.0,26.833333333333332,80.5,3.5,0.0,1219,19.0,-5.0,0.03592814371257485,9.0,0.037037037037037035,0.12574850299401197
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Enterprise,33,False,False,S-0509b8,Basic,33,627,7524,annual,True,616,0,0,66.0,11.0,3634.0,2.0,0.0,6.0,4.0,17.0,65.25,3.75,0.0,707,19.0,42.0,0.05555555555555555,11.0,0.030303030303030304,0.20833333333333331
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Enterprise,5,True,False,S-c41762,Enterprise,59,11741,140892,monthly,True,621,0,0,59.0,11.8,3404.4,3.0,0.0,5.0,5.0,30.2,102.6,5.0,0.0,806,199.0,28.0,0.032051282051282055,11.8,0.05084745762711865,0.16025641025641027
A-7e0a10,Company_64,FinTech,US,2023-11-18,ads,Enterprise,46,False,False,S-f030d4,Enterprise,70,13930,167160,annual,True,612,1,0,87.0,9.666666666666666,4024.777777777778,3.0,0.0,8.0,5.0,39.4,62.6,4.0,0.0,1020,199.0,56.0,0.024752475247524754,10.875,0.034482758620689655,0.09900990099009901
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Basic,8,False,False,S-7452a4,Enterprise,29,5771,69252,monthly,True,612,3,4,46.0,9.2,2305.4,6.0,0.0,5.0,5.0,24.2,56.8,4.333333333333333,0.0,681,199.0,9.0,0.03968253968253968,9.2,0.13043478260869565,0.17195767195767195
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Basic,43,False,False,S-c2a14b,Enterprise,43,8557,102684,annual,False,664,2,0,44.0,11.0,3659.0,1.0,1.0,4.0,5.0,51.4,134.6,3.5,1.0,872,199.0,17.0,0.019083969465648856,11.0,0.022727272727272728,0.06679389312977099
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Pro,1,False,False,S-c61dc9,Basic,19,361,4332,annual,False,627,1,1,27.0,9.0,1766.0,0.0,0.0,3.0,2.0,45.0,82.0,4.0,0.0,791,19.0,17.0,0.021739130434782608,9.0,0.0,0.08695652173913043
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Pro,18,True,True,S-6bb2c5,Enterprise,36,7164,85968,monthly,True,654,0,0,52.0,10.4,1779.6,4.0,1.0,4.0,4.0,29.5,135.5,4.0,0.0,1271,199.0,24.0,0.03278688524590164,13.0,0.07692307692307693,0.13114754098360656
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Basic,21,True,True,S-0c9fdd,Pro,30,1470,17640,annual,True,626,1,0,58.0,11.6,2678.8,2.0,0.0,5.0,5.0,35.4,63.0,4.75,0.0,785,49.0,29.0,0.027472527472527472,11.6,0.034482758620689655,0.1304945054945055
A-2922b6,Company_70,HealthTech,US,2024-11-14,organic,Basic,15,False,False,S-8dfd77,Pro,20,980,11760,annual,False,617,1,0,65.0,10.833333333333334,4075.5,2.0,0.0,6.0,2.0,15.5,103.0,4.0,0.0,658,49.0,51.0,0.06060606060606061,10.833333333333334,0.03076923076923077,0.24242424242424243
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Basic,5,False,False,S-7bd2d7,Enterprise,50,9950,119400,monthly,True,644,0,1,39.0,9.75,3167.0,5.0,0.0,4.0,4.0,33.5,156.5,4.0,0.0,1071,199.0,9.0,0.028985507246376812,9.75,0.1282051282051282,0.11594202898550725
A-a8b49c,Company_72,Cybersecurity,UK,2023-10-06,partner,Basic,7,False,False,S-fbc35d,Pro,7,343,4116,annual,True,686,1,0,48.0,12.0,3868.0,10.0,1.0,4.0,1.0,72.0,105.0,4.0,0.0,1063,49.0,23.0,0.0136986301369863,12.0,0.20833333333333334,0.0547945205479452
A-9174e0,Company_73,Cybersecurity,US,2024-12-04,partner,Basic,37,False,False,S-92afb8,Enterprise,37,7363,88356,annual,True,614,2,0,122.0,11.090909090909092,3389.090909090909,10.0,0.0,10.0,2.0,39.0,167.0,5.0,0.0,638,199.0,92.0,0.025,12.2,0.08196721311475409,0.125
A-a1bbb6,Company_74,DevTools,CA,2023-04-05,organic,Basic,1,False,False,S-37dc91,Pro,15,0,0,annual,True,699,0,0,20.0,10.0,4772.0,0.0,0.0,2.0,3.0,17.666666666666668,120.66666666666667,4.0,0.0,1247,0.0,5.0,0.05357142857142857,10.0,0.0,0.21428571428571427
A-c45b23,Company_75,FinTech,UK,2023-12-08,partner,Basic,5,False,False,S-2361ec,Enterprise,26,5174,62088,annual,True,630,0,0,21.0,10.5,3801.0,1.0,1.0,2.0,3.0,36.666666666666664,51.666666666666664,3.0,0.0,1000,199.0,4.0,0.026548672566371685,10.5,0.047619047619047616,0.07964601769911506
A-02cd81,Company_76,HealthTech,IN,2024-03-28,other,Basic,44,False,False,S-4da459,Pro,44,2156,25872,annual,True,613,0,0,47.0,11.75,4733.0,0.0,0.0,3.0,3.0,17.333333333333332,84.66666666666667,4.5,1.0,889,49.0,32.0,0.05454545454545455,15.666666666666666,0.0,0.24545454545454548
A-ee42db,Company_77,EdTech,DE,2023-04-25,ads,Enterprise,13,False,False,S-3c9a70,Basic,30,570,6840,monthly,True,620,1,1,34.0,11.333333333333334,1715.3333333333333,4.0,0.0,3.0,4.0,33.75,98.25,3.0,0.0,1227,19.0,6.0,0.02877697841726619,11.333333333333334,0.11764705882352941,0.08633093525179857
A-432483,Company_78,Cybersecurity,US,2023-02-06,ads,Pro,4,False,False,S-6cdfb7,Pro,31,1519,18228,annual,True,643,1,0,35.0,11.666666666666666,2619.0,3.0,1.0,3.0,1.0,51.0,128.0,,0.0,1305,49.0,24.0,0.019230769230769232,11.666666666666666,0.08571428571428572,
A-9208f0,Company_79,EdTech,US,2023-05-11,organic,Pro,1,False,True,S-e5fdf9,Basic,17,0,0,annual,True,755,1,0,25.0,8.333333333333334,2178.0,3.0,0.0,3.0,8.0,41.25,59.75,3.3333333333333335,1.0,1211,0.0,-21.0,0.023668639053254437,8.333333333333334,0.12,0.07889546351084813
A-98a59a,Company_80,FinTech,UK,2023-08-04,partner,Enterprise,56,False,False,S-de3170,Pro,56,2744,32928,annual,True,676,2,1,43.0,10.75,1574.75,2.0,0.0,4.0,3.0,37.333333333333336,74.0,4.5,0.0,1126,49.0,24.0,0.02608695652173913,10.75,0.046511627906976744,0.11739130434782608
A-fe79a5,Company_81,HealthTech,IN,2024-02-21,ads,Basic,9,True,False,S-9bd0ec,Enterprise,9,1791,21492,annual,True,616,2,0,9.0,9.0,4455.0,0.0,0.0,1.0,4.0,28.5,61.0,5.0,0.0,925,199.0,-11.0,0.03389830508474576,9.0,0.0,0.1694915254237288
A-726cfa,Company_82,DevTools,US,2023-07-01,partner,Pro,11,False,False,S-fa0d9e,Enterprise,38,7562,90744,monthly,False,626,2,0,52.0,8.666666666666666,3803.0,0.0,1.0,6.0,3.0,35.666666666666664,128.33333333333334,4.0,0.0,1160,199.0,37.0,0.027272727272727275,8.666666666666666,0.0,0.1090909090909091
